ensembl_gene_id,total_exon_length
ENSG00000228473,456
ENSG00000232636,662
ENSG00000228824,3260
ENSG00000272515,1327
ENSG00000266052,75
ENSG00000165300,4776
ENSG00000223404,631
ENSG00000272046,3598
ENSG00000232204,2300
ENSG00000231019,556
ENSG00000223059,61
ENSG00000225289,422
ENSG00000229443,1051
ENSG00000261666,1597
ENSG00000233211,338
ENSG00000232225,940
ENSG00000227247,1282
ENSG00000234660,732
ENSG00000225530,2064
ENSG00000226037,664
ENSG00000236176,682
ENSG00000271395,328
ENSG00000234227,784
ENSG00000200733,67
ENSG00000215418,1047
ENSG00000261446,3856
ENSG00000252696,129
ENSG00000235879,933
ENSG00000224419,1298
ENSG00000207858,95
ENSG00000234384,736
ENSG00000251753,103
ENSG00000231674,2012
ENSG00000227983,222
ENSG00000234625,351
ENSG00000229557,542
ENSG00000214178,496
ENSG00000215417,3489
ENSG00000179399,3010
ENSG00000252508,125
ENSG00000229287,170
ENSG00000232885,399
ENSG00000236240,656
ENSG00000263741,57
ENSG00000235984,456
ENSG00000232849,208
ENSG00000183098,6458
ENSG00000252365,113
ENSG00000235784,878
ENSG00000224394,584
ENSG00000212559,128
ENSG00000236520,694
ENSG00000080166,7037
ENSG00000212057,90
ENSG00000088451,2574
ENSG00000152749,8813
ENSG00000222129,132
ENSG00000242037,277
ENSG00000238230,1841
ENSG00000125285,2503
ENSG00000227640,3285
ENSG00000235768,1821
ENSG00000237924,462
ENSG00000260962,1278
ENSG00000252335,101
ENSG00000125257,8037
ENSG00000238463,104
ENSG00000223298,125
ENSG00000200211,95
ENSG00000271492,405
ENSG00000134873,3374
ENSG00000223392,891
ENSG00000134874,8445
ENSG00000247400,3007
ENSG00000102580,5579
ENSG00000229622,1140
ENSG00000227714,512
ENSG00000232373,1136
ENSG00000251901,101
ENSG00000102595,8048
ENSG00000226977,297
ENSG00000185352,1657
ENSG00000242614,300
ENSG00000233273,840
ENSG00000235137,2114
ENSG00000243300,1000
ENSG00000234267,1290
ENSG00000272329,1368
ENSG00000222472,284
ENSG00000252154,73
ENSG00000165621,2654
ENSG00000238522,101
ENSG00000233124,690
ENSG00000139793,4873
ENSG00000202290,129
ENSG00000125249,5567
ENSG00000271625,717
ENSG00000226134,690
ENSG00000238407,103
ENSG00000233291,635
ENSG00000270725,157
ENSG00000065150,9634
ENSG00000232217,266
ENSG00000152767,26886
ENSG00000139797,1374
ENSG00000222969,357
ENSG00000263399,76
ENSG00000269189,1050
ENSG00000269599,506
ENSG00000231194,321
ENSG00000102572,6762
ENSG00000271437,537
ENSG00000224418,1276
ENSG00000217686,584
ENSG00000233549,303
ENSG00000233662,425
ENSG00000243366,295
ENSG00000088386,4169
ENSG00000088387,9999
ENSG00000229918,389
ENSG00000231981,728
ENSG00000207298,111
ENSG00000260992,806
ENSG00000230871,720
ENSG00000234005,412
ENSG00000228889,1769
ENSG00000134882,4504
ENSG00000201793,298
ENSG00000218502,386
ENSG00000125245,1904
ENSG00000169508,1698
ENSG00000207719,97
ENSG00000228808,513
ENSG00000238241,996
ENSG00000266207,73
ENSG00000203441,870
ENSG00000125304,3866
ENSG00000212197,77
ENSG00000234168,647
ENSG00000234239,474
ENSG00000125246,7816
ENSG00000263615,90
ENSG00000227659,693
ENSG00000234303,619
ENSG00000201245,126
ENSG00000238305,103
ENSG00000139800,4637
ENSG00000043355,3296
ENSG00000260738,3010
ENSG00000225999,405
ENSG00000236554,1305
ENSG00000175198,4455
ENSG00000228501,611
ENSG00000270632,282
ENSG00000234650,835
ENSG00000134864,2052
ENSG00000224356,3000
ENSG00000234354,439
ENSG00000125247,6252
ENSG00000237082,209
ENSG00000233009,2838
ENSG00000214051,508
ENSG00000229599,459
ENSG00000102452,8901
ENSG00000198542,3975
ENSG00000272349,530
ENSG00000102466,4442
ENSG00000201155,164
ENSG00000215399,610
ENSG00000265164,104
ENSG00000229975,1185
ENSG00000201690,116
ENSG00000264482,70
ENSG00000236860,156
ENSG00000243319,2373
ENSG00000234445,534
ENSG00000272143,1073
ENSG00000270581,457
ENSG00000261057,441
ENSG00000134900,5932
ENSG00000269942,532
ENSG00000139780,1084
ENSG00000238869,103
ENSG00000175820,7358
ENSG00000231633,1945
ENSG00000151287,2147
ENSG00000134901,2358
ENSG00000134897,5448
ENSG00000270181,4134
ENSG00000222301,76
ENSG00000134899,6647
ENSG00000250878,2333
ENSG00000272542,976
ENSG00000125255,3771
ENSG00000234551,490
ENSG00000230474,348
ENSG00000225823,742
ENSG00000232307,2475
ENSG00000182346,2288
ENSG00000226620,4942
ENSG00000252550,120
ENSG00000222643,117
ENSG00000222682,118
ENSG00000233532,1148
ENSG00000174418,349
ENSG00000125266,4456
ENSG00000134884,4069
ENSG00000272274,1664
ENSG00000230156,1167
ENSG00000227590,410
ENSG00000174408,470
ENSG00000196777,336
ENSG00000239050,88
ENSG00000221316,90
ENSG00000204442,3475
ENSG00000201847,68
ENSG00000221650,77
ENSG00000221473,85
ENSG00000227248,817
ENSG00000174405,4408
ENSG00000139826,5336
ENSG00000102524,3053
ENSG00000223177,119
ENSG00000232087,1591
ENSG00000041515,8955
ENSG00000229938,434
ENSG00000236242,576
ENSG00000223617,696
ENSG00000236053,662
ENSG00000229792,412
ENSG00000234854,471
ENSG00000185950,6997
ENSG00000255813,442
ENSG00000201161,324
ENSG00000231428,435
ENSG00000265885,298
ENSG00000187498,7824
ENSG00000134871,7833
ENSG00000238629,101
ENSG00000224821,1517
ENSG00000232814,537
ENSG00000139832,1512
ENSG00000213995,3531
ENSG00000255831,782
ENSG00000134905,10437
ENSG00000153487,4119
ENSG00000225239,459
ENSG00000259831,3408
ENSG00000255874,584
ENSG00000088448,4543
ENSG00000229152,378
ENSG00000227105,3025
ENSG00000225760,682
ENSG00000225870,647
ENSG00000235875,1237
ENSG00000102606,11305
ENSG00000233644,802
ENSG00000227352,319
ENSG00000153495,922
ENSG00000204398,2126
ENSG00000215881,372
ENSG00000226903,588
ENSG00000264989,69
ENSG00000200072,60
ENSG00000182968,4107
ENSG00000260385,1922
ENSG00000229520,426
ENSG00000224243,543
ENSG00000260102,2827
ENSG00000260343,6895
ENSG00000223626,654
ENSG00000153498,1105
ENSG00000126216,5838
ENSG00000197595,2238
ENSG00000068650,12139
ENSG00000264726,69
ENSG00000232684,2190
ENSG00000234603,441
ENSG00000126217,23157
ENSG00000267868,1296
ENSG00000235280,710
ENSG00000269356,646
ENSG00000269376,648
ENSG00000268130,57
ENSG00000057593,3782
ENSG00000126218,2347
ENSG00000231882,415
ENSG00000230371,1638
ENSG00000126231,1652
ENSG00000269125,181
ENSG00000126226,6191
ENSG00000139842,5760
ENSG00000232662,1118
ENSG00000185896,5732
ENSG00000139835,2647
ENSG00000225083,1174
ENSG00000153531,2300
ENSG00000150401,4336
ENSG00000233613,370
ENSG00000202347,163
ENSG00000150403,3668
ENSG00000198176,3752
ENSG00000186009,1481
ENSG00000185974,4933
ENSG00000227208,2575
ENSG00000184497,2227
ENSG00000233695,768
ENSG00000183087,6114
ENSG00000272695,1950
ENSG00000237699,342
ENSG00000226921,2015
ENSG00000229373,4090
ENSG00000260910,2330
ENSG00000185989,4327
ENSG00000232487,378
ENSG00000130177,3882
ENSG00000264539,56
ENSG00000265450,80
ENSG00000169062,3082
ENSG00000226158,420
ENSG00000198824,4163
ENSG00000229723,511
ENSG00000215398,729
ENSG00000206906,106
ENSG00000257171,1522
ENSG00000257356,498
ENSG00000238442,82
ENSG00000257959,496
ENSG00000257721,144
ENSG00000258367,402
ENSG00000257825,41
ENSG00000257115,1084
ENSG00000257672,173
ENSG00000258233,2935
ENSG00000257504,1490
ENSG00000257644,391
ENSG00000257175,2253
ENSG00000258364,561
ENSG00000257731,1177
ENSG00000258076,512
ENSG00000257558,121
ENSG00000239200,376
ENSG00000257635,1339
ENSG00000257224,182
ENSG00000257990,2964
ENSG00000257853,1211
ENSG00000257891,866
ENSG00000258265,379
ENSG00000222036,7354
ENSG00000258252,2564
ENSG00000212612,106
ENSG00000258314,936
ENSG00000257608,1668
ENSG00000225210,12120
ENSG00000228294,1445
ENSG00000257227,594
ENSG00000257573,1044
ENSG00000257310,2711
ENSG00000258781,600
ENSG00000271632,516
ENSG00000196143,978
ENSG00000258188,584
ENSG00000257749,588
ENSG00000244306,11621
ENSG00000258198,1048
ENSG00000257977,613
ENSG00000215394,1453
ENSG00000257931,5122
ENSG00000258363,1645
ENSG00000187537,7353
ENSG00000257868,117
ENSG00000258276,2567
ENSG00000212516,106
ENSG00000257162,1119
ENSG00000258027,2082
ENSG00000257432,1334
ENSG00000257357,1833
ENSG00000258324,119
ENSG00000257493,408
ENSG00000257751,514
ENSG00000257846,1174
ENSG00000259069,561
ENSG00000257884,2267
ENSG00000257395,1490
ENSG00000258080,2933
ENSG00000257142,171
ENSG00000258453,975
ENSG00000176294,1493
ENSG00000258438,971
ENSG00000182652,941
ENSG00000176312,920
ENSG00000238492,100
ENSG00000176299,1115
ENSG00000258564,915
ENSG00000228304,896
ENSG00000176290,901
ENSG00000165762,1077
ENSG00000258541,683
ENSG00000259016,553
ENSG00000176281,1077
ENSG00000155249,1075
ENSG00000258822,968
ENSG00000169488,1215
ENSG00000196383,943
ENSG00000169484,933
ENSG00000265199,103
ENSG00000176253,916
ENSG00000258899,911
ENSG00000176246,938
ENSG00000252999,97
ENSG00000258641,910
ENSG00000176230,1031
ENSG00000184394,926
ENSG00000251885,38
ENSG00000259074,513
ENSG00000259095,181
ENSG00000258468,967
ENSG00000196832,1110
ENSG00000258625,970
ENSG00000266336,85
ENSG00000176219,1173
ENSG00000258806,939
ENSG00000176198,1081
ENSG00000136319,9691
ENSG00000258768,3828
ENSG00000258459,746
ENSG00000100814,3665
ENSG00000222489,147
ENSG00000238344,76
ENSG00000259001,637
ENSG00000129484,4082
ENSG00000254846,466
ENSG00000129566,11274
ENSG00000200225,111
ENSG00000185271,1859
ENSG00000259162,982
ENSG00000092094,5035
ENSG00000258515,476
ENSG00000100823,1879
ENSG00000165782,3801
ENSG00000198805,4132
ENSG00000258908,490
ENSG00000182545,1198
ENSG00000258456,1135
ENSG00000258863,844
ENSG00000188655,2699
ENSG00000259060,2462
ENSG00000173464,2608
ENSG00000258573,2679
ENSG00000258436,630
ENSG00000239327,347
ENSG00000181803,995
ENSG00000199461,101
ENSG00000258818,2100
ENSG00000214274,1426
ENSG00000259171,1495
ENSG00000258451,911
ENSG00000259144,2102
ENSG00000258963,433
ENSG00000181562,925
ENSG00000181552,894
ENSG00000169413,1059
ENSG00000258810,292
ENSG00000129538,1503
ENSG00000259130,579
ENSG00000258642,762
ENSG00000169397,718
ENSG00000258918,349
ENSG00000258772,447
ENSG00000136315,726
ENSG00000169385,753
ENSG00000243817,286
ENSG00000258599,576
ENSG00000165792,4436
ENSG00000258471,1394
ENSG00000165794,1571
ENSG00000165795,7534
ENSG00000179636,2469
ENSG00000258604,590
ENSG00000255472,490
ENSG00000206150,1605
ENSG00000165799,1497
ENSG00000173431,633
ENSG00000165801,8169
ENSG00000165804,4634
ENSG00000258714,417
ENSG00000232070,1954
ENSG00000178107,356
ENSG00000258722,2046
ENSG00000200102,106
ENSG00000169327,1196
ENSG00000259102,1230
ENSG00000258906,618
ENSG00000258441,5713
ENSG00000092199,7302
ENSG00000092200,5468
ENSG00000092201,7124
ENSG00000260830,628
ENSG00000100888,9743
ENSG00000199436,103
ENSG00000200785,109
ENSG00000241035,357
ENSG00000258870,340
ENSG00000263621,296
ENSG00000129472,3602
ENSG00000092203,7066
ENSG00000165819,5643
ENSG00000165821,5362
ENSG00000257096,470
ENSG00000256737,1265
ENSG00000169208,941
ENSG00000256081,990
ENSG00000169202,927
ENSG00000256385,457
ENSG00000255569,390
ENSG00000255582,1104
ENSG00000256553,400
ENSG00000255664,609
ENSG00000221977,941
ENSG00000180636,947
ENSG00000256350,197
ENSG00000211776,346
ENSG00000248358,568
ENSG00000211777,517
ENSG00000211778,393
ENSG00000211779,350
ENSG00000240954,1277
ENSG00000211780,402
ENSG00000222776,81
ENSG00000211781,335
ENSG00000211782,471
ENSG00000211783,336
ENSG00000211784,377
ENSG00000256474,337
ENSG00000211785,338
ENSG00000211786,564
ENSG00000211787,339
ENSG00000211788,358
ENSG00000211789,443
ENSG00000211790,467
ENSG00000256379,412
ENSG00000211791,408
ENSG00000211792,423
ENSG00000211793,392
ENSG00000258482,248
ENSG00000258557,223
ENSG00000211794,397
ENSG00000211795,559
ENSG00000211796,327
ENSG00000211797,482
ENSG00000211798,438
ENSG00000211799,465
ENSG00000258705,3054
ENSG00000211800,404
ENSG00000211801,341
ENSG00000211802,462
ENSG00000211803,407
ENSG00000211804,363
ENSG00000211805,341
ENSG00000211806,401
ENSG00000211807,535
ENSG00000211808,339
ENSG00000238634,77
ENSG00000211809,423
ENSG00000258835,321
ENSG00000211810,467
ENSG00000259092,335
ENSG00000249048,340
ENSG00000258905,338
ENSG00000258812,336
ENSG00000211812,325
ENSG00000211813,347
ENSG00000211814,328
ENSG00000211815,354
ENSG00000259068,340
ENSG00000211816,351
ENSG00000211817,393
ENSG00000211818,329
ENSG00000211819,315
ENSG00000211820,334
ENSG00000256221,849
ENSG00000251002,3274
ENSG00000259042,453
ENSG00000211821,518
ENSG00000223997,7
ENSG00000237235,8
ENSG00000228985,12
ENSG00000211825,50
ENSG00000211826,47
ENSG00000211827,53
ENSG00000211828,58
ENSG00000211829,716
ENSG00000256590,423
ENSG00000211831,59
ENSG00000249446,56
ENSG00000211832,53
ENSG00000211833,62
ENSG00000211834,62
ENSG00000211835,61
ENSG00000250688,56
ENSG00000211836,59
ENSG00000211837,65
ENSG00000211838,68
ENSG00000248366,62
ENSG00000211839,59
ENSG00000211840,55
ENSG00000211841,62
ENSG00000211842,56
ENSG00000211843,62
ENSG00000211844,65
ENSG00000211845,62
ENSG00000211846,53
ENSG00000211847,65
ENSG00000211848,61
ENSG00000211849,60
ENSG00000211850,62
ENSG00000211851,61
ENSG00000211852,62
ENSG00000211853,59
ENSG00000211854,58
ENSG00000211855,57
ENSG00000211856,56
ENSG00000211857,65
ENSG00000211858,56
ENSG00000211859,56
ENSG00000211860,59
ENSG00000211861,65
ENSG00000211862,58
ENSG00000211863,59
ENSG00000211864,59
ENSG00000211865,62
ENSG00000211866,62
ENSG00000211867,62
ENSG00000211868,54
ENSG00000211869,56
ENSG00000211870,59
ENSG00000211871,65
ENSG00000211872,62
ENSG00000211873,59
ENSG00000211874,61
ENSG00000211875,51
ENSG00000211876,62
ENSG00000211877,59
ENSG00000211878,59
ENSG00000211879,63
ENSG00000211880,60
ENSG00000211881,59
ENSG00000211882,58
ENSG00000211883,61
ENSG00000211884,59
ENSG00000211885,62
ENSG00000211886,61
ENSG00000211887,65
ENSG00000211888,61
ENSG00000229164,970
ENSG00000259054,383
ENSG00000259003,777
ENSG00000129562,804
ENSG00000228313,2671
ENSG00000100439,3109
ENSG00000255804,1043
ENSG00000242061,437
ENSG00000235213,922
ENSG00000258458,1371
ENSG00000258823,763
ENSG00000212302,68
ENSG00000155463,3245
ENSG00000155465,5111
ENSG00000215306,64
ENSG00000172590,3209
ENSG00000157227,4452
ENSG00000212335,112
ENSG00000199716,99
ENSG00000197324,7105
ENSG00000139890,2301
ENSG00000100461,6566
ENSG00000237054,2677
ENSG00000100462,3451
ENSG00000257285,985
ENSG00000092036,2530
ENSG00000259132,830
ENSG00000265037,79
ENSG00000129474,5968
ENSG00000258457,1456
ENSG00000100802,3237
ENSG00000100804,1760
ENSG00000252114,223
ENSG00000207765,108
ENSG00000222028,1893
ENSG00000139880,3734
ENSG00000100813,9090
ENSG00000179933,3668
ENSG00000092067,1552
ENSG00000092068,5928
ENSG00000202229,105
ENSG00000215277,2041
ENSG00000240131,155
ENSG00000252347,106
ENSG00000215271,5609
ENSG00000270433,1946
ENSG00000235194,5542
ENSG00000129473,4183
ENSG00000258643,1538
ENSG00000100836,3871
ENSG00000268702,277
ENSG00000092096,4268
ENSG00000100842,3231
ENSG00000259018,283
ENSG00000166090,1365
ENSG00000166091,2873
ENSG00000197616,6454
ENSG00000199157,82
ENSG00000092054,6047
ENSG00000258444,205
ENSG00000215991,76
ENSG00000129460,4647
ENSG00000157306,5445
ENSG00000136367,9797
ENSG00000259431,2873
ENSG00000213983,6888
ENSG00000258727,3239
ENSG00000092051,5299
ENSG00000100867,7551
ENSG00000258464,703
ENSG00000259043,1914
ENSG00000270618,1011
ENSG00000222931,306
ENSG00000258887,326
ENSG00000259334,934
ENSG00000197775,1256
ENSG00000215256,3589
ENSG00000157326,2297
ENSG00000187630,2893
ENSG00000225766,1706
ENSG00000186648,6633
ENSG00000100884,5991
ENSG00000129535,3106
ENSG00000100889,4178
ENSG00000100897,6338
ENSG00000259371,825
ENSG00000139914,1353
ENSG00000092010,1776
ENSG00000100908,1578
ENSG00000259321,745
ENSG00000100911,3574
ENSG00000092098,4960
ENSG00000259529,4777
ENSG00000199804,119
ENSG00000213928,3787
ENSG00000100918,3829
ENSG00000196497,4985
ENSG00000259522,4320
ENSG00000100926,4170
ENSG00000254692,2730
ENSG00000139908,1921
ENSG00000254505,2405
ENSG00000260669,3037
ENSG00000213920,1069
ENSG00000255526,1041
ENSG00000129559,3873
ENSG00000100938,3612
ENSG00000092330,2708
ENSG00000092295,3719
ENSG00000100949,3535
ENSG00000157379,4994
ENSG00000196943,6023
ENSG00000136305,3190
ENSG00000213906,1702
ENSG00000272658,3091
ENSG00000213903,4462
ENSG00000129467,8051
ENSG00000258973,926
ENSG00000129465,3250
ENSG00000207141,100
ENSG00000100968,8424
ENSG00000205978,7945
ENSG00000139899,2558
ENSG00000100441,7506
ENSG00000100445,3096
ENSG00000258744,696
ENSG00000092009,932
ENSG00000100448,1370
ENSG00000258657,942
ENSG00000100450,946
ENSG00000100453,1401
ENSG00000168952,8055
ENSG00000258098,283
ENSG00000257179,272
ENSG00000258275,925
ENSG00000257976,1041
ENSG00000212270,64
ENSG00000257986,524
ENSG00000212037,92
ENSG00000257503,388
ENSG00000139910,10034
ENSG00000262119,1770
ENSG00000257842,1472
ENSG00000257845,493
ENSG00000257185,846
ENSG00000258081,911
ENSG00000257612,928
ENSG00000265165,83
ENSG00000222899,122
ENSG00000258932,1658
ENSG00000258548,3649
ENSG00000264657,73
ENSG00000223164,110
ENSG00000197358,1584
ENSG00000257869,505
ENSG00000240179,452
ENSG00000258175,662
ENSG00000257662,140
ENSG00000258282,486
ENSG00000257126,867
ENSG00000176165,2752
ENSG00000186960,2592
ENSG00000257056,1653
ENSG00000257748,371
ENSG00000258038,1976
ENSG00000258065,1317
ENSG00000207164,111
ENSG00000258028,735
ENSG00000257523,537
ENSG00000252065,107
ENSG00000257522,1321
ENSG00000258107,643
ENSG00000212518,128
ENSG00000184304,5150
ENSG00000257120,549
ENSG00000264797,103
ENSG00000252686,102
ENSG00000257904,816
ENSG00000248975,1767
ENSG00000240201,744
ENSG00000257636,1657
ENSG00000258350,412
ENSG00000092140,10003
ENSG00000092108,6540
ENSG00000258648,553
ENSG00000258558,427
ENSG00000243855,391
ENSG00000240513,200
ENSG00000213867,424
ENSG00000100473,3611
ENSG00000258525,2296
ENSG00000196792,4945
ENSG00000258886,275
ENSG00000207952,96
ENSG00000258968,350
ENSG00000100478,4381
ENSG00000092148,12375
ENSG00000258640,470
ENSG00000207440,109
ENSG00000202402,100
ENSG00000257831,969
ENSG00000199291,101
ENSG00000129493,10263
ENSG00000263784,71
ENSG00000203546,4396
ENSG00000250365,1785
ENSG00000129480,2968
ENSG00000239323,576
ENSG00000214943,998
ENSG00000151413,7569
ENSG00000258196,427
ENSG00000257155,286
ENSG00000223087,105
ENSG00000207412,106
ENSG00000257472,1234
ENSG00000258474,548
ENSG00000258386,274
ENSG00000258655,1374
ENSG00000100852,10876
ENSG00000201654,106
ENSG00000202337,106
ENSG00000258619,1569
ENSG00000259086,449
ENSG00000151320,13406
ENSG00000258580,923
ENSG00000265770,296
ENSG00000259045,702
ENSG00000151322,9218
ENSG00000129521,7340
ENSG00000265244,81
ENSG00000258897,305
ENSG00000223593,915
ENSG00000165389,2775
ENSG00000237450,468
ENSG00000129518,2016
ENSG00000259002,543
ENSG00000258612,414
ENSG00000206596,163
ENSG00000206588,163
ENSG00000259135,1133
ENSG00000129515,4089
ENSG00000240463,440
ENSG00000253003,103
ENSG00000241582,474
ENSG00000165410,3555
ENSG00000243824,497
ENSG00000198604,7695
ENSG00000263691,54
ENSG00000251726,60
ENSG00000258738,2116
ENSG00000258704,1400
ENSG00000258493,141
ENSG00000199980,99
ENSG00000226677,1163
ENSG00000100883,3880
ENSG00000151327,8368
ENSG00000092020,3850
ENSG00000100890,3422
ENSG00000258790,3842
ENSG00000241052,459
ENSG00000259090,1195
ENSG00000256243,471
ENSG00000240392,574
ENSG00000100902,6466
ENSG00000265530,90
ENSG00000258860,622
ENSG00000240023,948
ENSG00000100906,2368
ENSG00000259022,371
ENSG00000259017,502
ENSG00000259105,762
ENSG00000258783,1264
ENSG00000168348,3012
ENSG00000174373,13217
ENSG00000253059,136
ENSG00000257957,1315
ENSG00000238718,103
ENSG00000266264,88
ENSG00000258938,2865
ENSG00000258300,383
ENSG00000100916,3884
ENSG00000257272,599
ENSG00000257307,708
ENSG00000258342,473
ENSG00000257614,547
ENSG00000257720,1116
ENSG00000257826,883
ENSG00000257585,580
ENSG00000259104,567
ENSG00000212071,88
ENSG00000258844,876
ENSG00000252312,219
ENSG00000151332,3449
ENSG00000188831,1218
ENSG00000238540,60
ENSG00000257520,1111
ENSG00000229415,3103
ENSG00000136352,3156
ENSG00000253563,1773
ENSG00000258467,706
ENSG00000243730,462
ENSG00000136327,1259
ENSG00000201395,308
ENSG00000258661,2611
ENSG00000198807,6028
ENSG00000183032,3689
ENSG00000258690,524
ENSG00000258601,552
ENSG00000266327,82
ENSG00000258827,826
ENSG00000258708,1923
ENSG00000252746,95
ENSG00000151338,18124
ENSG00000207046,104
ENSG00000259087,529
ENSG00000258414,736
ENSG00000129514,4106
ENSG00000139865,8372
ENSG00000200385,136
ENSG00000201431,106
ENSG00000259091,4122
ENSG00000258696,362
ENSG00000259048,1147
ENSG00000258649,528
ENSG00000139874,4292
ENSG00000264234,68
ENSG00000176435,2266
ENSG00000259072,1040
ENSG00000271468,843
ENSG00000258948,1206
ENSG00000259070,4847
ENSG00000258680,399
ENSG00000270713,686
ENSG00000199285,102
ENSG00000100934,8993
ENSG00000259121,200
ENSG00000258651,498
ENSG00000258591,365
ENSG00000092208,2521
ENSG00000182400,4528
ENSG00000241984,738
ENSG00000259083,528
ENSG00000100941,4194
ENSG00000258671,474
ENSG00000270503,1270
ENSG00000150526,2931
ENSG00000258941,5363
ENSG00000150527,6080
ENSG00000258940,1358
ENSG00000271424,477
ENSG00000221645,68
ENSG00000259100,1698
ENSG00000165355,3849
ENSG00000258526,1205
ENSG00000258418,451
ENSG00000258480,545
ENSG00000251363,692
ENSG00000258385,2448
ENSG00000221695,73
ENSG00000258901,393
ENSG00000258636,528
ENSG00000251858,128
ENSG00000165379,6129
ENSG00000258536,324
ENSG00000266500,84
ENSG00000259149,316
ENSG00000222084,111
ENSG00000258394,511
ENSG00000258850,852
ENSG00000258505,709
ENSG00000258622,155
ENSG00000258934,734
ENSG00000259047,282
ENSG00000258406,873
ENSG00000259051,332
ENSG00000258828,943
ENSG00000258387,120
ENSG00000258894,1547
ENSG00000258969,254
ENSG00000259019,350
ENSG00000259137,551
ENSG00000259148,721
ENSG00000259126,266
ENSG00000258487,670
ENSG00000189139,2937
ENSG00000258747,796
ENSG00000238501,93
ENSG00000258998,2900
ENSG00000259000,5931
ENSG00000258633,691
ENSG00000258509,307
ENSG00000259046,485
ENSG00000179476,3859
ENSG00000258949,357
ENSG00000179454,8065
ENSG00000198718,10252
ENSG00000249163,847
ENSG00000185246,4921
ENSG00000212615,65
ENSG00000239043,85
ENSG00000100442,2253
ENSG00000187790,8443
ENSG00000129534,6230
ENSG00000199739,118
ENSG00000258608,350
ENSG00000260046,1624
ENSG00000257900,546
ENSG00000258746,398
ENSG00000258845,643
ENSG00000258616,1139
ENSG00000264420,86
ENSG00000258700,1337
ENSG00000165496,806
ENSG00000139915,8198
ENSG00000272781,3061
ENSG00000251735,123
ENSG00000258392,720
ENSG00000244053,529
ENSG00000214903,388
ENSG00000263945,109
ENSG00000259129,3039
ENSG00000259117,275
ENSG00000258639,612
ENSG00000270359,326
ENSG00000207366,106
ENSG00000258751,481
ENSG00000258750,1065
ENSG00000242417,551
ENSG00000251731,131
ENSG00000258381,233
ENSG00000251824,67
ENSG00000258868,518
ENSG00000258401,417
ENSG00000252424,115
ENSG00000213741,2652
ENSG00000244270,402
ENSG00000258486,299
ENSG00000252919,101
ENSG00000253459,1689
ENSG00000165501,2351
ENSG00000258568,578
ENSG00000165502,744
ENSG00000168282,2709
ENSG00000258377,2467
ENSG00000165506,2960
ENSG00000258450,399
ENSG00000100479,2934
ENSG00000259155,524
ENSG00000258462,171
ENSG00000221114,121
ENSG00000197776,2991
ENSG00000258400,566
ENSG00000165516,3634
ENSG00000165525,8196
ENSG00000269832,1265
ENSG00000197502,58
ENSG00000252474,102
ENSG00000266037,296
ENSG00000265150,296
ENSG00000165527,1581
ENSG00000251929,100
ENSG00000258946,3143
ENSG00000214900,7055
ENSG00000258929,2955
ENSG00000273065,515
ENSG00000273307,529
ENSG00000270788,968
ENSG00000243038,712
ENSG00000201358,305
ENSG00000168260,970
ENSG00000251792,101
ENSG00000100483,2049
ENSG00000100485,6904
ENSG00000087299,3897
ENSG00000264712,91
ENSG00000125375,3653
ENSG00000259071,444
ENSG00000100490,5933
ENSG00000258857,498
ENSG00000012983,7584
ENSG00000259113,500
ENSG00000201573,101
ENSG00000198513,4355
ENSG00000258577,221
ENSG00000151748,5623
ENSG00000243103,287
ENSG00000269906,667
ENSG00000258491,1168
ENSG00000100503,13647
ENSG00000270062,495
ENSG00000258843,390
ENSG00000252945,87
ENSG00000258687,172
ENSG00000100504,4777
ENSG00000131969,4427
ENSG00000258745,533
ENSG00000258711,4712
ENSG00000100505,8931
ENSG00000259055,1128
ENSG00000139921,2986
ENSG00000201376,134
ENSG00000201820,90
ENSG00000258955,680
ENSG00000258479,1561
ENSG00000258942,809
ENSG00000258808,568
ENSG00000258893,925
ENSG00000258537,912
ENSG00000139926,9393
ENSG00000252400,103
ENSG00000251771,61
ENSG00000251756,109
ENSG00000207004,106
ENSG00000259111,445
ENSG00000258423,992
ENSG00000258550,1020
ENSG00000258535,5972
ENSG00000258849,297
ENSG00000259157,282
ENSG00000186469,6359
ENSG00000258928,526
ENSG00000259007,477
ENSG00000267802,233
ENSG00000258854,465
ENSG00000087302,2326
ENSG00000087303,6137
ENSG00000258694,346
ENSG00000258981,393
ENSG00000258440,439
ENSG00000168229,3030
ENSG00000261208,1946
ENSG00000125384,2471
ENSG00000087301,4717
ENSG00000180998,6184
ENSG00000197930,7533
ENSG00000258757,579
ENSG00000100519,7470
ENSG00000198252,4966
ENSG00000100522,4002
ENSG00000259049,1422
ENSG00000264700,286
ENSG00000258698,194
ENSG00000258802,157
ENSG00000073712,8491
ENSG00000271075,759
ENSG00000258503,296
ENSG00000258993,245
ENSG00000258985,364
ENSG00000100523,10706
ENSG00000266552,66
ENSG00000258731,1073
ENSG00000237356,1708
ENSG00000225680,724
ENSG00000226132,681
ENSG00000235269,598
ENSG00000231922,483
ENSG00000266431,57
ENSG00000125378,3075
ENSG00000224004,894
ENSG00000100526,1818
ENSG00000100528,1677
ENSG00000258753,383
ENSG00000197045,7958
ENSG00000100532,4096
ENSG00000020577,12148
ENSG00000131979,2945
ENSG00000252019,115
ENSG00000265432,80
ENSG00000258872,1011
ENSG00000198554,6360
ENSG00000233924,874
